a,b,c,n,l,m,quality,m is not a proper divisor of b
1,71728821336772160,71728821336772161,267822369,2,267822368,1.0262,False
1,71738265064320000,71738265064320001,267839999,2,421441920000,1.0968,False
1,71805159227733408,71805159227733409,267964847,2,1316511298224,1.0225,False
1,71826692889240575,71826692889240576,268005024,2,6973753081,1.0903,False
1,72040002925625343,72040002925625344,268402688,2,268402689,1.0000,False
1,72040003462430720,72040003462430721,16383,4,32768,1.0182,False
1,72057593501057024,72057593501057025,268435455,2,536870912,1.0000,False
1,72057594574798848,72057594574798849,268435457,2,1811939328,1.0928,False
1,72075187834650624,72075187834650625,16385,4,65536,1.0182,False
1,72216887286536000,72216887286536001,268731999,2,1058000,1.0373,False
1,72216887823999999,72216887824000000,268732000,2,177147,1.0185,False
1,72302167675109375,72302167675109376,268890624,2,58140625,1.0128,False
1,72313663206176000,72313663206176001,268911999,2,573212819200,1.0496,False
1,72480424439840768,72480424439840769,269221887,2,65536,1.0718,False
1,72480424978284543,72480424978284544,269221888,2,263169,1.0517,False
1,72757418525260560,72757418525260561,269735831,2,3640601377296,1.0035,False
1,72905737072869375,72905737072869376,16432,4,1050625,1.0241,False
1,72905737612890624,72905737612890625,270010625,2,135005312,1.0432,False
1,72906152349800448,72906152349800449,270011393,2,34561458432,1.0599,False
1,73013608387772415,73013608387772416,270210304,2,246491883,1.0069,False
1,73020363801622415,73020363801622416,270222804,2,141604265951,1.0469,False
1,73126925121355775,73126925121355776,418176,3,4489,1.0437,False
1,73282873239945215,73282873239945216,270708096,2,65219,1.0120,False
1,73333127440809999,73333127440810000,270800900,2,90266967,1.0504,False
1,73333127982411800,73333127982411801,270800901,2,264196,1.0705,False
1,73354318058640528,73354318058640529,647,6,3888,1.0000,False
1,73354318600320575,73354318600320576,270840024,2,6771000575,1.0242,False
1,73380646070836128,73380646070836129,270888623,2,1403568,1.0209,False
1,73380646612613375,73380646612613376,270888624,2,707281,1.0935,False
1,73395919566076968,73395919566076969,270916813,2,9141352542792,1.0064,False
1,73411543628248608,73411543628248609,270945647,2,2592,1.0071,False
1,73457460920276160,73457460920276161,16463,4,3709888,1.0055,False
1,73538918358721200,73538918358721201,271180601,2,18078706800,1.0337,False
1,73574400653380224,73574400653380225,271246015,2,32297805379008,1.0256,False
1,73782205532697600,73782205532697601,271628801,2,6220800,1.0075,False
1,74011821142992768,74011821142992769,272051137,2,136051141806972,1.0986,False
1,74214835231152000,74214835231152001,272423999,2,968000,1.0280,False
1,74430966836674448,74430966836674449,272820393,2,311794736,1.0088,False
1,74481369658388000,74481369658388001,272912751,2,2132130875,1.0793,False
1,74499344776553760,74499344776553761,272945681,2,1740264008,1.0691,False
1,74599364332260963,74599364332260964,273128842,2,6940323,1.0175,False
1,74627846194674528,74627846194674529,273180977,2,3764768,1.0604,False
1,74725388357583600,74725388357583601,649,6,24300,1.0432,False
1,74983210640229375,74983210640229376,273830624,2,6670805625,1.0226,False
1,75153082275390624,75153082275390625,274140625,2,9042049,1.0961,False
1,75365886690547200,75365886690547201,422401,3,2864390400,1.0185,False
1,75395159948767680,75395159948767681,274581791,2,171291456,1.0012,False
1,75659853664869768,75659853664869769,275063363,2,14408708328,1.0351,False
1,75723761950949375,75723761950949376,2376,5,625,1.0167,False
1,75880912531394880,75880912531394881,423361,3,154436544,1.0723,False
1,76079196725579775,76079196725579776,275824576,2,22077198675,1.0088,False
1,76104642566748600,76104642566748601,275870699,2,59841800,1.0325,False
1,76166532942156800,76166532942156801,275982849,2,14992384,1.0518,False
1,76227588163220480,76227588163220481,276093441,2,50176,1.0026,False
1,76271592762880640,76271592762880641,276173121,2,110469248,1.0102,False
1,76336314401833983,76336314401833984,276290272,2,992436543,1.0266,False
1,76419346977855999,76419346977856000,424360,3,41067,1.0006,False
1,76512954348282000,76512954348282001,276609751,2,34576219000,1.0212,False
1,76558090437020928,76558090437020929,276691327,2,350464,1.0100,False
1,76558090990403583,76558090990403584,276691328,2,226383813,1.0511,False
1,76667850034380800,76667850034380801,276889599,2,553779200,1.0179,False
1,76686281467494399,76686281467494400,276922880,2,276922881,1.0179,False
1,76686282021340160,76686282021340161,129,8,512,1.0368,False
1,76691401857015624,76691401857015625,276932125,2,3261636,1.0211,False
1,76762296795529215,76762296795529216,277060096,2,325593999,1.0167,False
1,76895982696960000,76895982696960001,277301249,2,13267077760000,1.0697,False
1,77071767804900624,77071767804900625,277618025,2,38857784,1.0197,False
1,77384022826065920,77384022826065921,278179839,2,591872,1.0428,False
1,77384023382425599,77384023382425600,278179840,2,59049,1.0237,False
1,77531660348645775,77531660348645776,278445076,2,6961126925,1.0354,False
1,77531660905535928,77531660905535929,653,6,488072,1.0405,False
1,77607512294400000,77607512294400001,278581249,2,290649600000,1.0230,False
1,77649305106750000,77649305106750001,16693,4,250000,1.0105,False
1,77701561942500000,77701561942500001,278749999,2,2500000,1.0981,False
1,77901310831611968,77901310831611969,279108063,2,579433153072,1.0525,False
1,78208873825665024,78208873825665025,279658495,2,3981312,1.0984,False
1,78348685519355903,78348685519355904,279908352,2,1310657209,1.0228,False
1,78579301839360000,78579301839360001,280319999,2,2560000,1.0156,False
1,78670573608528000,78670573608528001,280482751,2,314928000,1.0313,False
1,78881988525390624,78881988525390625,280859375,2,76832,1.0110,False
1,78988962537162000,78988962537162001,281049751,2,136161000,1.0227,False
1,79018264690719375,79018264690719376,281101876,2,3314880625,1.0144,False
1,79035363356114943,79035363356114944,281132288,2,281132289,1.0161,False
1,79035363918379520,79035363918379521,16767,4,256,1.0349,False
1,79054220023267328,79054220023267329,281165823,2,562331648,1.0705,False
1,79054220585598975,79054220585598976,16768,4,6075,1.0410,False
1,79236971962890624,79236971962890625,281490625,2,332928,1.0052,False
1,79659418164480000,79659418164480001,282240001,2,68302080000,1.0151,False
1,79693525438373888,79693525438373889,282300417,2,564600832,1.0112,False
1,79702505102975040,79702505102975041,282316321,2,243921302208,1.0072,False
1,79792265732661503,79792265732661504,282475248,2,282475249,1.0825,False
1,79792266297612000,79792266297612001,7,20,16,1.1160,False
1,79792266862562499,79792266862562500,282475250,2,282475249,1.0649,False
1,79811257673552768,79811257673552769,282508863,2,565017728,1.0034,False
1,79901622791900000,79901622791900001,282668751,2,2339656900000,1.0112,False
1,80078387285600000,80078387285600001,282981249,2,5856400000,1.0324,False
1,80519809675056128,80519809675056129,283760127,2,1892021248,1.0068,False
1,80804820400800768,80804820400800769,284261887,2,20155392,1.0310,False
1,80807940489390624,80807940489390625,284267375,2,20467250928,1.0232,False
1,80825129345926448,80825129345926449,284297607,2,3467044,1.0452,False
1,80825129914521663,80825129914521664,284297608,2,970299,1.0261,False
1,80930863479151008,80930863479151009,284483503,2,12340512,1.0176,False
1,81597522719145600,81597522719145601,285652801,2,4113400348800,1.0177,False
1,81646268077848320,81646268077848321,285738111,2,758912,1.0186,False
1,81976414938366168,81976414938366169,286315237,2,1944,1.0070,False
1,82115019128895488,82115019128895489,286557183,2,573114368,1.0041,False
1,82134424208281599,82134424208281600,286591040,2,286591041,1.0041,False
1,82134424781463680,82134424781463681,16929,4,33856,1.0224,False
1,82431793212890624,82431793212890625,287109375,2,256,1.0234,False
1,82431793787109375,82431793787109376,287109376,2,95703125,1.0051,False
1,82492074803920895,82492074803920896,287214336,2,22201,1.0069,False
1,82492075378349568,82492075378349569,287214337,2,15116544,1.0253,False
1,82505623639781420,82505623639781421,261,7,20164,1.0127,False
1,82916354879904000,82916354879904001,287952001,2,4607232032000,1.0143,False
1,82943999424000000,82943999424000001,287999999,2,5408000000,1.0485,False
1,83088422236389375,83088422236389376,288250624,2,14011261875,1.0164,False
1,83285426155701024,83285426155701025,288592145,2,11360718340704,1.0113,False
1,83757364958370608,83757364958370609,289408647,2,15858008,1.0239,False
1,83839201920900000,83839201920900001,289549999,2,2700000,1.0117,False
1,83845283739371000,83845283739371001,289560501,2,3433608409000,1.0128,False
1,83965929056100000,83965929056100001,289768751,2,905527350000,1.0217,False
1,84126450659451200,84126450659451201,290045601,2,30962992513600,1.0124,False
1,84196763117236224,84196763117236225,290166785,2,2176782336,1.0351,False
1,84590643846578175,84590643846578176,76,9,675,1.0044,False
1,84733495803334224,84733495803334225,291090185,2,3281318816688,1.0640,False
1,85509662127615999,85509662127616000,440560,3,26159679,1.0443,False
1,85519561258380032,85519561258380033,440577,3,93424576,1.0475,False
1,85611101953875000,85611101953875001,292593749,2,120125000,1.0054,False
1,85688262259080624,85688262259080625,292725575,2,26611416,1.0236,False
1,85688262844531775,85688262844531776,292725576,2,1113025,1.0053,False
1,85705269873381375,85705269873381376,292754624,2,5227761125,1.0044,False
1,85725951893103024,85725951893103025,292789945,2,124848,1.0048,False
1,85878668812890624,85878668812890625,293050625,2,2515456,1.0784,False
1,86177211157559808,86177211157559809,293559553,2,45163008,1.0053,False
1,86528222986239999,86528222986240000,294156800,2,32684089,1.0344,False
1,86528223574553600,86528223574553601,17151,4,351232,1.0538,False
1,86619053602944800,86619053602944801,294311151,2,4708978400,1.0062,False
1,86702715846656000,86702715846656001,294453249,2,1484406784000,1.0134,False
1,87142284880035840,87142284880035841,295198721,2,74760192,1.0035,False
1,87162084392385024,87162084392385025,295232255,2,1672704,1.0011,False
1,87169610615490000,87169610615490001,295245001,2,590490000,1.0032,False
1,87198310791547200,87198310791547201,295293601,2,937616245070400,1.0349,False
1,87578457606476928,87578457606476929,295936577,2,74438372736,1.0094,False
1,87615999999999999,87616000000000000,296000000,2,29403,1.0230,False
1,87616000592000000,87616000592000001,296000001,2,4000000,1.0420,False
1,87643085500971000,87643085500971001,296045749,2,484438500,1.0255,False
1,87658497135937728,87658497135937729,296071777,2,42634336032,1.0924,False
1,87687319131479808,87687319131479809,296120447,2,554291921664,1.0716,False
1,87821690804479008,87821690804479009,296347247,2,11827296,1.0607,False
1,87900538640062499,87900538640062500,296480250,2,588289,1.0221,False
1,87938390789958240,87938390789958241,296544079,2,13124466936,1.0383,False
1,88055199122167368,88055199122167369,667,6,37044,1.0256,False
1,88386709671352575,88386709671352576,297299024,2,200676840525,1.0262,False
1,88778597316890624,88778597316890625,297957375,2,5607424,1.0063,False
1,88962979588890624,88962979588890625,298266625,2,531062784,1.0305,False
1,89124922517100624,89124922517100625,298537975,2,304170768,1.0342,False
1,89242579313551224,89242579313551225,298734965,2,1623525849,1.0754,False
1,89262471390818048,89262471390818049,298768257,2,41165056,1.0031,False
1,89466418811109375,89466418811109376,299109376,2,37515625,1.0774,False
1,89496437552840703,89496437552840704,299159552,2,379509361,1.0099,False
1,89512387655791680,89512387655791681,17297,4,553536,1.0048,False
1,89531860950000000,89531860950000001,299218751,2,675000000,1.0246,False
1,89722587501469520,89722587501469521,299537289,2,8972258750146952,1.0259,False
1,89915524831680624,89915524831680625,299859175,2,14470416,1.0039,False
1,89928043788242400,89928043788242401,299880049,2,2399040400,1.0232,False
1,89935652505780224,89935652505780225,299892735,2,26778533888,1.0226,False
1,90203327509561343,90203327509561344,300338688,2,12776407,1.0613,False
1,90352174246195455,90352174246195456,300586384,2,574704539937,1.0537,False
1,90702615976562499,90702615976562500,301168750,2,96474389263,1.0139,False
1,90705256135026111,90705256135026112,449308,3,1295352081,1.0095,False
1,90787340065509375,90787340065509376,301309376,2,15353125,1.0291,False
1,90797989253740208,90797989253740209,301327047,2,2809,1.2175,False
1,90797989856394303,90797989856394304,301327048,2,177147,1.1917,False
1,91007380263747024,91007380263747025,301674295,2,15422365745424,1.0294,False
1,91306777190432768,91306777190432769,302170113,2,32768,1.0023,False
1,91324781977609215,91324781977609216,302199904,2,16300683,1.0017,False
1,91533602278672848,91533602278672849,302545207,2,5811288316848,1.0144,False
1,91655503206066800,91655503206066801,302746599,2,81959673796,1.0890,False
1,91811210701307903,91811210701307904,303003648,2,303003649,1.0217,False
1,91811211307315200,91811211307315201,17407,4,4096,1.0872,False
1,91887097209166250,91887097209166251,451251,3,225625,1.0063,False
1,92090671806873600,92090671806873601,303464449,2,1096265318400,1.0371,False
1,92298757048481024,92298757048481025,303807105,2,256,1.0051,False
1,92307468011316480,92307468011316481,303821441,2,5436246643776,1.0683,False
1,92416000608000000,92416000608000001,304000001,2,32000000,1.0306,False
1,92468927895961599,92468927895961600,304087040,2,2187,1.0242,False
1,92468928504135680,92468928504135681,304087041,2,1048576,1.1003,False
1,92786338881467000,92786338881467001,304608501,2,678446209000,1.0116,False
1,92848739282449920,92848739282449921,304710911,2,51020135936,1.0312,False
1,92941143296525000,92941143296525001,304862499,2,609725000,1.0051,False
1,92945335812890624,92945335812890625,304869375,2,19668992,1.0142,False
1,92963292876582975,92963292876582976,304898824,2,38783184345675,1.0411,False
1,93053283705847807,93053283705847808,453152,3,29791,1.0370,False
1,93454170746157000,93454170746157001,305702749,2,41067000,1.0066,False
